work_year,job_title,experience_level,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,source,employer,requirement,skills
2023,Data Engineer,Executive,Full-time,265000,USD,265000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,235000,USD,235000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Mid,Full-time,75000,USD,75000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Mid,Full-time,60400,USD,60400,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,83500,USD,83500,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,52500,USD,52500,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,201036,USD,201036,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,134024,USD,134024,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,62000,USD,62000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,58000,USD,58000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,172000,USD,172000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,115000,USD,115000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,125000,USD,125000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,90000,USD,90000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,139500,USD,139500,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,109400,USD,109400,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Mid,Full-time,145000,USD,145000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,239748,USD,239748,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,159832,USD,159832,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,186300,USD,186300,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,102500,USD,102500,United States,100,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,149040,USD,149040,United States,100,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,113900,USD,113900,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,153600,USD,153600,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,106800,USD,106800,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,172600,USD,172600,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,107900,USD,107900,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,180180,USD,180180,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,106020,USD,106020,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,376080,USD,376080,United States,100,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,213120,USD,213120,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,206500,USD,206500,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,121600,USD,121600,United States,100,United States,M,kaggle,,,[]
2023,Cloud Database Engineer,Senior,Full-time,170000,USD,170000,United States,100,United States,L,kaggle,,,[]
2023,Applied Machine Learning Scientist,Senior,Full-time,90000,USD,90000,United States,100,United States,L,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,95000,USD,95000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,70000,USD,70000,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,120000,USD,120000,United States,100,United States,M,kaggle,,,[]
2023,Research Engineer,Senior,Full-time,175000,USD,175000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,206000,USD,206000,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,87000,USD,87000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,145000,USD,145000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,115100,USD,115100,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,73900,USD,73900,United States,0,United States,M,kaggle,,,[]
2023,Financial Data Analyst,Mid,Full-time,130000,USD,130000,United States,100,United States,L,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,205000,USD,205000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Senior,Full-time,141288,USD,141288,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Senior,Full-time,94192,USD,94192,United States,0,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Senior,Full-time,184000,USD,184000,United States,100,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Senior,Full-time,143000,USD,143000,United States,100,United States,M,kaggle,,,[]
2023,ML Engineer,Mid,Full-time,160000,USD,160000,United States,0,United States,M,kaggle,,,[]
2023,ML Engineer,Mid,Full-time,147000,USD,147000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,210914,USD,210914,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,116704,USD,116704,United States,100,United States,M,kaggle,,,[]
2023,Analytics Engineer,Mid,Full-time,185700,USD,185700,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Mid,Full-time,165000,USD,165000,United States,0,United States,M,kaggle,,,[]
2023,Data Operations Engineer,Senior,Full-time,193000,USD,193000,United States,100,United States,M,kaggle,,,[]
2023,Data Operations Engineer,Senior,Full-time,136850,USD,136850,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,139500,USD,139500,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,109400,USD,109400,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,276000,USD,276000,United States,100,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,170000,USD,170000,United States,100,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,130000,USD,130000,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,163800,USD,163800,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,126000,USD,126000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,106250,USD,106250,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,167500,USD,167500,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,106500,USD,106500,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,250000,USD,250000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,138000,USD,138000,United States,100,United States,M,kaggle,,,[]
2023,Data Science Manager,Mid,Full-time,104500,USD,104500,United States,0,United States,M,kaggle,,,[]
2023,Data Science Manager,Mid,Full-time,70000,USD,70000,United States,0,United States,M,kaggle,,,[]
2023,Data Science Consultant,Mid,Full-time,90000,USD,90000,United States,0,United States,M,kaggle,,,[]
2023,Data Science Consultant,Mid,Full-time,70000,USD,70000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,125000,USD,125000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,127000,USD,127000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,210550,USD,210550,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,153300,USD,153300,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,200000,USD,200000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,161500,USD,161500,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,119500,USD,119500,United States,100,United States,M,kaggle,,,[]
2023,Data Analytics Specialist,Senior,Full-time,105000,USD,105000,United States,0,United States,M,kaggle,,,[]
2023,Data Analytics Specialist,Senior,Full-time,85000,USD,85000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Senior,Full-time,215000,USD,215000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Senior,Full-time,146300,USD,146300,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,153400,USD,153400,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,122700,USD,122700,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,123900,USD,123900,United States,100,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,340000,USD,340000,United States,100,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,150000,USD,150000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,185900,USD,185900,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,121700,USD,121700,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,100000,USD,100000,Uzbekistan,100,United States,L,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,310000,USD,310000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,239000,USD,239000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,150000,USD,150000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,149076,USD,149076,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,82365,USD,82365,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,85500,USD,85500,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,97750,USD,97750,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,116990,USD,116990,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,82920,USD,82920,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Scientist,Mid,Full-time,200000,USD,200000,United States,0,United States,S,kaggle,,,[]
2023,Machine Learning Scientist,Mid,Full-time,125000,USD,125000,United States,0,United States,S,kaggle,,,[]
2023,Data Manager,Senior,Full-time,155000,USD,155000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,140000,USD,140000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Infrastructure Engineer,Mid,Full-time,205920,USD,205920,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Infrastructure Engineer,Mid,Full-time,171600,USD,171600,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,121500,USD,121500,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,78000,USD,78000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Mid,Full-time,116000,USD,116000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,180000,USD,180000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,185000,USD,185000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,125000,USD,125000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,122000,USD,122000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,93800,USD,93800,United States,100,United States,M,kaggle,,,[]
2023,Computer Vision Engineer,Unknown,Full-time,220000,USD,220000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,152380,USD,152380,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,121904,USD,121904,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,168400,USD,168400,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,105200,USD,105200,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,128280,USD,128280,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,106900,USD,106900,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,170500,USD,170500,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,80000,USD,80000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,65000,USD,65000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,124740,USD,124740,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,65488,USD,65488,United States,0,United States,M,kaggle,,,[]
2023,Data Quality Analyst,Senior,Full-time,72200,USD,72200,United States,0,United States,M,kaggle,,,[]
2023,Data Quality Analyst,Senior,Full-time,64980,USD,64980,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,179975,USD,179975,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,86466,USD,86466,United States,100,United States,M,kaggle,,,[]
2023,Data Science Manager,Senior,Full-time,175000,USD,175000,United States,0,United States,M,kaggle,,,[]
2023,Data Science Manager,Senior,Full-time,120000,USD,120000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,230000,USD,230000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,120000,USD,120000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Infrastructure Engineer,Senior,Full-time,205920,USD,205920,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Infrastructure Engineer,Senior,Full-time,171600,USD,171600,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,265000,USD,265000,United States,0,United States,M,kaggle,,,[]
2023,Applied Machine Learning Engineer,Mid,Full-time,130000,USD,130000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,167580,USD,167580,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,87980,USD,87980,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,104000,USD,104000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,65000,USD,65000,United States,100,United States,M,kaggle,,,[]
2023,Research Engineer,Senior,Full-time,230000,USD,230000,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,197000,USD,197000,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,106000,USD,106000,United States,0,United States,M,kaggle,,,[]
2023,Deep Learning Engineer,Mid,Full-time,150000,USD,150000,United States,100,United States,M,kaggle,,,[]
2023,Deep Learning Engineer,Mid,Full-time,100000,USD,100000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,290000,USD,290000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,192000,USD,192000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,172800,USD,172800,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,300240,USD,300240,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,200160,USD,200160,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,140000,USD,140000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,169000,USD,169000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,100000,USD,100000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,110000,USD,110000,United States,100,United States,S,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,80000,USD,80000,United States,100,United States,S,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,55000,USD,55000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,48000,USD,48000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,137500,USD,137500,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,81500,USD,81500,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,186000,USD,186000,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,153088,USD,153088,United States,100,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Mid,Full-time,190000,USD,190000,United States,100,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Mid,Full-time,160000,USD,160000,United States,100,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Mid,Full-time,190000,USD,190000,United States,0,United States,M,kaggle,,,[]
2023,Data Infrastructure Engineer,Mid,Full-time,183310,USD,183310,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,66000,USD,66000,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Mid,Full-time,148500,USD,148500,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Mid,Full-time,126277,USD,126277,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,228000,USD,228000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Software Engineer,Senior,Full-time,180000,USD,180000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Software Engineer,Senior,Full-time,90000,USD,90000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Software Engineer,Senior,Full-time,272000,USD,272000,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Software Engineer,Senior,Full-time,170000,USD,170000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,259000,USD,259000,United States,100,United States,M,kaggle,,,[]
2023,Data Science Lead,Senior,Full-time,247500,USD,247500,United States,0,United States,M,kaggle,,,[]
2023,Data Science Lead,Senior,Full-time,172200,USD,172200,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,288000,USD,288000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,215050,USD,215050,United States,100,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,198000,USD,198000,United States,100,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,114000,USD,114000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,209300,USD,209300,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,182200,USD,182200,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,147100,USD,147100,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,90700,USD,90700,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,227000,USD,227000,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,160000,USD,160000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,60000,USD,60000,United States,100,United States,L,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,50000,USD,50000,Kuwait,50,United States,L,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,52500,USD,52500,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,250000,USD,250000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,162500,USD,162500,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,165000,USD,165000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,124000,USD,124000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,63000,USD,63000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,170000,USD,170000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,213580,USD,213580,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,163625,USD,163625,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,210000,USD,210000,United States,0,United States,M,kaggle,,,[]
2023,Data Science Manager,Senior,Full-time,231250,USD,231250,United States,100,United States,M,kaggle,,,[]
2023,Data Science Manager,Senior,Full-time,138750,USD,138750,United States,100,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,284310,USD,284310,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Senior,Full-time,153090,USD,153090,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,100000,USD,100000,United States,50,United States,M,kaggle,,,[]
2023,Data Science Lead,Senior,Full-time,225900,USD,225900,United States,0,United States,M,kaggle,,,[]
2023,Data Science Lead,Senior,Full-time,156400,USD,156400,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,385000,USD,385000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,241871,USD,241871,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,133832,USD,133832,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,216100,USD,216100,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,140800,USD,140800,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Unknown,Full-time,110000,USD,110000,United States,50,United States,S,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,284000,USD,284000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Executive,Full-time,236000,USD,236000,United States,100,United States,M,kaggle,,,[]
2023,Research Engineer,Senior,Full-time,155850,USD,155850,United States,0,United States,M,kaggle,,,[]
2023,Research Engineer,Senior,Full-time,102544,USD,102544,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,151410,USD,151410,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,115360,USD,115360,United States,100,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,85000,USD,85000,United States,0,United States,M,kaggle,,,[]
2023,Research Scientist,Mid,Full-time,70000,USD,70000,United States,0,United States,M,kaggle,,,[]
2023,BI Developer,Senior,Full-time,100000,USD,100000,United States,100,United States,M,kaggle,,,[]
2023,Data Analytics Manager,Executive,Full-time,155000,USD,155000,United States,0,United States,M,kaggle,,,[]
2023,Data Analytics Manager,Executive,Full-time,140000,USD,140000,United States,0,United States,M,kaggle,,,[]
2023,ML Engineer,Senior,Full-time,220000,USD,220000,United States,0,United States,M,kaggle,,,[]
2023,Data Analytics Manager,Senior,Full-time,204500,USD,204500,United States,0,United States,M,kaggle,,,[]
2023,Data Analytics Manager,Senior,Full-time,138900,USD,138900,United States,0,United States,M,kaggle,,,[]
2023,Machine Learning Engineer,Mid,Full-time,110000,USD,110000,United States,100,United States,L,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,182750,USD,182750,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,137500,USD,137500,United States,0,United States,M,kaggle,,,[]
2023,Head of Data Science,Executive,Full-time,314100,USD,314100,United States,0,United States,M,kaggle,,,[]
2023,Head of Data Science,Executive,Full-time,195800,USD,195800,United States,0,United States,M,kaggle,,,[]
2023,Applied Scientist,Senior,Full-time,205000,USD,205000,United States,0,United States,M,kaggle,,,[]
2023,Applied Scientist,Senior,Full-time,180000,USD,180000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,165000,USD,165000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,144000,USD,144000,United States,100,United States,M,kaggle,,,[]
2023,BI Developer,Unknown,Full-time,160000,USD,160000,United States,0,United States,M,kaggle,,,[]
2023,BI Developer,Unknown,Full-time,100000,USD,100000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,199000,USD,199000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,112000,USD,112000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,160000,USD,160000,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Unknown,Full-time,135000,USD,135000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,183000,USD,183000,United States,0,United States,M,kaggle,,,[]
2023,Applied Scientist,Senior,Full-time,350000,USD,350000,United States,0,United States,L,kaggle,,,[]
2023,Applied Scientist,Senior,Full-time,262500,USD,262500,United States,0,United States,L,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,158677,USD,158677,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,103200,USD,103200,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,61200,USD,61200,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,174500,USD,174500,United States,0,United States,M,kaggle,,,[]
2023,Data Architect,Senior,Full-time,113000,USD,113000,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,87000,USD,87000,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,108000,USD,108000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,107250,USD,107250,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,119000,USD,119000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,285800,USD,285800,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,154600,USD,154600,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Unknown,Full-time,30000,USD,30000,Argentina,100,United States,S,kaggle,,,[]
2023,Data Science Manager,Mid,Full-time,220000,USD,220000,United States,0,United States,M,kaggle,,,[]
2023,Data Science Manager,Mid,Full-time,195000,USD,195000,United States,0,United States,M,kaggle,,,[]
2023,Data Manager,Senior,Full-time,168400,USD,168400,United States,0,United States,M,kaggle,,,[]
2023,Analytics Engineer,Senior,Full-time,200000,USD,200000,United States,100,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,90000,USD,90000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Unknown,Full-time,124234,USD,124234,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Unknown,Full-time,74540,USD,74540,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,125600,USD,125600,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,141290,USD,141290,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,74178,USD,74178,United States,0,United States,M,kaggle,,,[]
2023,Data Engineer,Senior,Full-time,107500,USD,107500,United States,100,United States,M,kaggle,,,[]
2023,Data Analyst,Mid,Full-time,52500,USD,52500,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,84000,USD,84000,United States,100,United States,M,kaggle,,,[]
2023,BI Analyst,Senior,Full-time,125000,USD,125000,United States,0,United States,M,kaggle,,,[]
2023,BI Analyst,Senior,Full-time,110000,USD,110000,United States,0,United States,M,kaggle,,,[]
2023,ML Engineer,Senior,Full-time,200000,USD,200000,United States,0,United States,M,kaggle,,,[]
2023,ML Engineer,Senior,Full-time,135000,USD,135000,United States,0,United States,M,kaggle,,,[]
2023,Computer Vision Engineer,Senior,Full-time,200000,USD,200000,United States,100,United States,S,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,257000,USD,257000,United States,0,United States,M,kaggle,,,[]
2023,BI Developer,Senior,Full-time,140000,USD,140000,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Mid,Full-time,183310,USD,183310,United States,0,United States,M,kaggle,,,[]
2023,Data Analyst,Senior,Full-time,102500,USD,102500,United States,100,United States,M,kaggle,,,[]
2023,Data Scientist,Senior,Full-time,182000,USD,182000,United States,0,United States,M,kaggle,,,[]
2023,Data Scientist,Executive,Full-time,300000,USD,300000,United States,0,United States,M,kaggle,,,[]
